id,fan_value,neuroticism,agreeableness,extraversion,conscientiousness,openness,personality,values_h,needs,interests,ach,ben,con,dir,hed,pow,sec,sti,tra,uni,cha,clo,cur,est,exc,exp,har,ide,lib,lov,pra,str
2412,0,97,1,1,85,1,neuroticism,benevolence,excitement,politics|insurance|home and housing|internet and telecommunications|environment|beauty|military|feeding|animals and pets|art and culture,10,1,5,4,2,7,7,9,5,2,5,12,8,8,1,4,10,7,1,3,6,10
2413,0,1,80,98,98,70,extraversion,universalism,excitement,,8,3,8,2,5,10,7,6,3,1,10,12,5,6,1,7,8,3,3,1,8,11
2414,1,60,1,15,75,60,conscientiousness,benevolence,ideals,"politics|health, hygiene and welfare|media|philosophy|environment|feeding|art and culture|tv and radio|industry and energy|electronics and computers",8,1,5,4,5,10,8,7,2,2,7,12,3,11,5,3,7,1,5,1,7,10
2415,1,85,20,97,65,20,extraversion,achievement,ideals,"animals and pets|art and culture|home and housing|financial, banks and economy|organizations|politics|books|health, hygiene and welfare|feeding|beauty",1,1,9,4,1,9,7,4,8,4,3,12,10,10,7,3,8,1,9,1,3,3
2416,0,55,98,99,75,60,extraversion,achievement,challenge,,1,5,7,9,1,7,4,1,9,6,1,12,9,7,6,4,7,9,4,9,1,1
2417,1,1,25,30,85,1,conscientiousness,benevolence,self-expresion,"social groups|environment|organizations|insurance|home and housing|health, hygiene and welfare|industry and energy|beauty|medium viral|tv and radio",7,1,10,7,5,4,5,9,3,2,7,12,4,10,3,1,6,5,1,7,7,10
2418,0,20,1,2,15,25,openness,benevolence,curiosity,"health, hygiene and welfare|politics|medium viral|media|social networks|internet and telecommunications|comic|art and culture|social groups|environment",9,1,3,5,7,9,7,6,4,1,3,12,1,11,5,2,8,7,9,5,10,3
2419,1,75,15,3,1,2,neuroticism,benevolence,challenge,politics|internet and telecommunications|leisure and entertainment|weather|art and culture|religion|tv and radio|education|ngos and causes|electronics and computers,4,1,8,4,6,10,6,8,1,1,1,12,3,11,3,1,9,7,6,5,9,8
2420,0,97,10,1,1,2,neuroticism,benevolence,structure,"health, hygiene and welfare|politics|insurance|art and culture|leisure and entertainment|medium viral|financial, banks and economy|electronics and computers|sports|media",9,1,7,4,3,9,4,8,1,4,3,12,9,2,9,6,4,6,11,5,6,1
2421,0,97,1,5,60,2,neuroticism,benevolence,structure,"politics|internet and telecommunications|military|health, hygiene and welfare|education|financial, banks and economy|ngos and causes|feeding|insurance|industry and energy",7,1,5,1,7,10,6,7,1,1,2,12,5,10,6,2,7,8,9,10,2,1
2422,1,20,3,35,10,60,openness,tradition,curiosity,"health, hygiene and welfare|politics|feeding|financial, banks and economy|media|art and culture|insurance|medium viral|leisure and entertainment|animals and pets",10,2,5,6,7,8,3,8,1,3,3,12,1,10,7,5,7,1,3,5,10,9
2423,0,96,5,1,5,90,neuroticism,benevolence,self-expresion,"health, hygiene and welfare|politics|philosophy|childish|animals and pets|ngos and causes|tv and radio|leisure and entertainment|electronics and computers|home and housing",3,1,1,5,3,10,7,7,6,9,4,12,2,7,7,1,11,3,4,7,10,4
2424,2,96,1,1,1,1,neuroticism,benevolence,love,"insurance|health, hygiene and welfare|drinks without alcohol|professional services|motor|financial, banks and economy|electronics and computers|tv and radio|philosophy|weather",8,1,6,2,5,10,7,8,4,2,9,12,3,9,4,4,8,2,11,1,4,7
2425,1,20,85,70,90,85,conscientiousness,security,challenge,professional services|internet and telecommunications|industry and energy|woman|environment|politics|social networks|feeding|ngos and causes|leisure and entertainment,6,2,4,4,6,10,1,8,8,2,1,12,4,11,5,2,8,9,6,6,2,10
2426,1,96,1,15,1,2,neuroticism,benevolence,excitement,"politics|feeding|childish|philosophy|health, hygiene and welfare|ngos and causes|industry and energy|insurance|internet and telecommunications|tv and radio",8,1,6,4,2,8,8,6,2,5,8,12,8,10,1,7,1,6,5,3,3,10
2427,1,80,55,1,90,5,conscientiousness,benevolence,self-expresion,"philosophy|art and culture|social networks|music|theater and musical films|feeding|leisure and entertainment|social groups|religion|health, hygiene and welfare",9,1,2,2,5,10,5,5,8,4,7,12,10,8,2,1,2,8,6,10,2,2
2428,2,1,96,99,99,15,extraversion,self-indulgence,challenge,"motor|leisure and entertainment|travels|electronics and computers|professional services|home and housing|industry and energy|shopping|health, hygiene and welfare|politics",4,9,9,8,1,6,4,7,3,1,1,12,9,9,3,4,5,7,7,9,5,1
2429,1,40,1,5,1,15,neuroticism,benevolence,stability,"health, hygiene and welfare|industry and energy|feeding|professional services|electronics and computers|leisure and entertainment|financial, banks and economy|tv and radio|politics|medium viral",3,1,10,3,3,8,2,6,8,6,9,12,2,1,4,7,4,4,2,11,7,9
2430,0,1,99,98,99,99,openness,benevolence,ideals,music|tv and radio|art and culture|picture|childish|travels|politics|industry and energy|beauty|motor,9,1,1,7,5,9,5,7,1,1,8,12,8,10,5,3,3,1,2,7,5,10
2431,0,90,1,1,1,1,neuroticism,benevolence,love,"media|artworks|health, hygiene and welfare|insurance|financial, banks and economy|leisure and entertainment|home and housing|picture|ngos and causes|medium viral",9,1,9,1,5,7,6,4,7,1,4,12,5,10,5,7,2,2,8,1,10,8
2432,1,40,96,60,98,85,conscientiousness,universalism,curiosity,"health, hygiene and welfare|motor|feeding|politics|electronics and computers|insurance|art and culture|financial, banks and economy|medium viral|media",6,2,3,7,8,8,3,8,5,1,7,12,1,7,7,2,5,10,5,11,2,2
2433,0,30,97,1,85,55,agreeableness,benevolence,stability,,9,1,4,4,7,9,4,7,3,1,10,12,3,1,8,3,1,5,7,5,11,8
2434,0,1,96,15,75,10,agreeableness,universalism,liberty,sports|tv and radio|woman|internet and telecommunications|leisure and entertainment|organizations|social networks|art and culture|ngos and causes|home and housing,5,2,3,5,8,9,3,9,5,1,7,12,9,10,2,3,5,8,1,3,5,10
2435,0,2,55,85,60,98,openness,self-direction,ideals,"politics|health, hygiene and welfare|tv and radio|art and culture|music|home and housing|leisure and entertainment|professional services|insurance|social networks",7,2,7,1,2,10,2,9,2,2,3,12,7,11,6,8,3,1,8,3,1,8
2436,1,70,50,95,10,40,extraversion,benevolence,ideals,"health, hygiene and welfare|feeding|politics|financial, banks and economy|social networks|electronics and computers|industry and energy|shopping|medium viral|tv and radio",5,1,9,2,4,10,5,2,8,5,10,12,3,11,7,3,3,1,6,1,7,9
2437,0,1,1,97,5,98,openness,self-indulgence,self-expresion,"art and culture|feeding|social networks|alcoholic drinks|organizations|health, hygiene and welfare|home and housing|drinks without alcohol|theater and musical films|electronics and computers",7,2,8,6,1,5,8,8,4,2,7,12,5,11,4,1,2,7,9,10,5,3
2438,0,1,85,90,4,90,openness,self-indulgence,challenge,art and culture|motor|home and housing|electronics and computers|travels|philosophy|religion|woman|fashion|feeding,5,10,4,9,1,2,2,5,5,8,1,12,10,4,5,1,9,6,1,6,10,8
2439,1,90,97,25,1,5,agreeableness,benevolence,challenge,"social networks|politics|internet and telecommunications|leisure and entertainment|health, hygiene and welfare|media|picture|military|medium viral|travels",4,1,5,3,6,6,6,9,9,2,1,12,8,4,3,4,10,4,9,7,10,2
2440,1,10,97,70,90,3,agreeableness,benevolence,harmony,"leisure and entertainment|feeding|health, hygiene and welfare|tv and radio|industry and energy|internet and telecommunications|social groups|philosophy|medium viral|organizations",9,1,3,5,5,9,8,5,4,1,11,12,7,9,5,9,1,4,7,1,3,6
2441,0,50,96,99,98,2,extraversion,benevolence,ideals,,8,1,10,2,5,8,7,2,6,2,6,12,5,11,3,3,7,1,2,7,9,9
2442,1,96,4,50,75,98,openness,universalism,structure,"environment|home and housing|drinks without alcohol|feeding|video game|social networks|books|art and culture|health, hygiene and welfare|medium viral",8,2,5,2,5,10,4,7,8,1,4,12,11,9,3,2,7,10,4,7,4,1
2443,0,45,1,99,98,1,extraversion,benevolence,curiosity,"financial, banks and economy|philosophy|electronics and computers|politics|social networks|theater and musical films|medium viral|art and culture|social groups|feeding",7,1,3,6,7,9,5,9,3,2,8,12,1,9,6,3,6,3,5,10,10,1
2444,0,90,55,1,99,99,openness,self-indulgence,self-expresion,"home and housing|leisure and entertainment|health, hygiene and welfare|politics|motor|travels|social networks|environment|comic|social groups",8,5,6,8,1,4,2,2,6,10,5,12,9,7,6,1,1,9,4,9,7,1
2445,0,10,1,1,5,90,openness,tradition,love,,9,4,6,7,3,9,5,7,1,1,3,12,10,8,6,10,5,2,8,1,7,4
2446,1,80,96,1,97,4,conscientiousness,self-indulgence,challenge,,7,2,9,2,1,10,2,6,7,2,1,12,10,4,7,5,5,10,8,8,1,1
2447,1,97,4,90,1,1,neuroticism,benevolence,harmony,politics|military|education|motor|alcoholic drinks|leisure and entertainment|medium viral|tv and radio|electronics and computers|travels,9,1,4,4,1,9,7,7,3,4,2,12,8,10,7,10,1,2,5,6,8,2
2448,3,1,97,5,20,2,agreeableness,benevolence,harmony,"art and culture|sports|home and housing|theater and musical films|electronics and computers|alcoholic drinks|science|financial, banks and economy|social groups|tv and radio",8,1,3,5,2,10,8,5,7,3,3,12,9,4,5,6,1,9,7,7,9,1
2449,2,3,5,35,90,2,conscientiousness,self-indulgence,self-expresion,social networks|motor|art and culture|leisure and entertainment|travels|industry and energy|music|shopping|sports|comic,3,8,10,3,1,7,6,1,8,5,3,12,10,10,5,1,3,2,5,9,8,7
2450,0,20,85,1,85,20,conscientiousness,self-indulgence,harmony,organizations|leisure and entertainment|electronics and computers|art and culture|ngos and causes|professional services|shopping|theater and musical films|feeding|travels,9,7,3,7,1,10,5,3,5,1,7,12,11,5,4,5,1,8,3,8,2,10
2451,0,1,96,80,85,4,agreeableness,self-indulgence,challenge,"insurance|politics|health, hygiene and welfare|environment|medium viral|organizations|beauty|home and housing|ngos and causes|alcoholic drinks",8,5,2,9,1,9,2,5,5,4,1,12,9,9,8,3,3,6,5,9,7,1
2452,0,97,97,98,85,90,extraversion,self-indulgence,harmony,,9,7,4,4,1,10,2,4,8,2,5,12,11,7,3,5,1,9,7,1,10,3
2453,0,85,35,1,1,2,neuroticism,benevolence,self-expresion,motor|tv and radio|politics|travels|electronics and computers|social groups|education|feeding|leisure and entertainment|industry and energy,9,1,8,7,6,10,3,5,1,3,8,12,10,10,4,1,6,1,9,5,6,3
2454,1,96,99,3,75,60,agreeableness,benevolence,challenge,"shopping|financial, banks and economy|politics|home and housing|health, hygiene and welfare|industry and energy|environment|art and culture|motor|picture",7,1,4,7,4,7,7,6,1,1,1,12,4,6,1,6,6,5,6,6,1,6
2455,0,1,85,98,98,2,extraversion,self-direction,love,"insurance|electronics and computers|medium viral|health, hygiene and welfare|shopping|financial, banks and economy|picture|art and culture|feeding|tv and radio",8,5,7,1,1,9,1,4,9,5,3,12,8,8,10,3,2,5,6,1,6,10
2456,0,1,30,1,4,15,agreeableness,universalism,self-expresion,social networks|picture|artworks|art and culture|philosophy|theater and musical films|leisure and entertainment|comic|feeding|professional services,7,2,9,2,6,10,2,7,5,1,6,12,3,9,3,1,7,3,2,9,9,8
2457,0,99,50,1,1,1,neuroticism,benevolence,excitement,,7,1,7,1,5,7,7,1,6,1,6,12,10,10,1,1,1,8,1,9,7,1
2458,1,1,3,75,95,4,conscientiousness,benevolence,excitement,motor|feeding|social networks|insurance|sports|politics|electronics and computers|picture|fashion|education,6,1,9,1,3,10,8,5,7,3,8,12,2,9,1,2,7,4,6,4,11,9
2459,1,1,35,55,10,1,extraversion,benevolence,self-expresion,,9,1,4,6,6,9,5,8,3,1,10,12,2,11,8,1,6,2,2,6,2,8
2460,1,20,4,1,20,60,openness,benevolence,stability,medium viral|tv and radio|media|social groups|music|art and culture|leisure and entertainment|electronics and computers|feeding|weather,8,1,1,1,6,8,6,8,1,1,3,12,11,1,9,8,1,4,4,7,4,10
2461,2,45,5,1,90,20,conscientiousness,universalism,structure,"politics|health, hygiene and welfare|philosophy|art and culture|financial, banks and economy|social groups|medium viral|insurance|home and housing|internet and telecommunications",8,3,2,6,8,7,3,8,3,1,8,12,6,8,4,2,2,8,7,8,4,1
2462,0,1,98,99,90,95,extraversion,self-indulgence,challenge,tv and radio|social groups|art and culture|organizations|animals and pets|internet and telecommunications|medium viral|electronics and computers|drinks without alcohol|social networks,4,8,3,10,1,5,1,7,8,6,1,12,9,9,6,2,2,6,5,6,9,4
2463,1,97,20,90,1,30,neuroticism,self-indulgence,harmony,"politics|financial, banks and economy|home and housing|insurance|environment|social networks|internet and telecommunications|electronics and computers|fashion|health, hygiene and welfare",6,9,6,3,1,10,3,5,6,1,5,12,8,3,10,8,1,11,6,1,6,3
2464,1,90,30,80,90,98,openness,benevolence,curiosity,"politics|health, hygiene and welfare|medium viral|media|artworks|art and culture|feeding|social groups|ngos and causes|financial, banks and economy",7,1,6,2,2,10,5,9,7,2,10,12,1,10,6,2,7,7,3,3,3,7
2465,1,85,35,5,95,85,conscientiousness,benevolence,practicality,"politics|health, hygiene and welfare|financial, banks and economy|animals and pets|art and culture|drinks without alcohol|electronics and computers|media|religion|home and housing",8,1,9,1,5,10,5,7,1,4,6,12,2,6,4,3,6,10,10,4,1,6
2466,0,99,98,3,1,99,openness,achievement,challenge,,1,5,9,8,3,7,1,3,9,6,1,12,8,9,7,1,1,9,6,9,5,1
2467,1,85,35,4,90,40,conscientiousness,universalism,self-expresion,"politics|health, hygiene and welfare|philosophy|art and culture|feeding|financial, banks and economy|ngos and causes|alcoholic drinks|environment|tv and radio",7,4,2,4,9,7,4,9,2,1,3,12,3,11,5,1,5,10,5,9,8,1
2468,1,1,96,97,99,10,conscientiousness,achievement,challenge,"music|art and culture|tv and radio|social groups|politics|health, hygiene and welfare|alcoholic drinks|home and housing|professional services|fashion",1,8,8,1,1,5,1,6,8,7,1,12,6,3,8,3,8,11,7,8,1,5
2469,1,95,90,40,1,70,neuroticism,self-indulgence,self-expresion,social networks|internet and telecommunications|weather|politics|social groups|comic|media|industry and energy|medium viral|shopping,9,4,6,3,1,9,7,7,5,1,10,12,7,10,5,1,2,2,2,9,5,7
2470,0,1,97,98,60,96,extraversion,conformity,love,,4,2,1,6,2,4,7,7,10,7,7,12,10,11,2,4,4,7,4,1,2,9
2471,0,25,10,20,1,20,neuroticism,benevolence,challenge,"politics|feeding|home and housing|electronics and computers|motor|art and culture|health, hygiene and welfare|drinks without alcohol|comic|music",9,1,1,10,4,7,6,7,5,1,1,12,5,11,8,2,3,9,6,10,3,7
2472,1,85,50,96,60,1,extraversion,self-direction,curiosity,"picture|artworks|social networks|comic|environment|insurance|travels|industry and energy|financial, banks and economy|animals and pets",7,3,4,1,6,9,4,8,9,1,8,12,1,1,6,4,10,5,7,8,10,1
2473,1,65,1,35,1,90,openness,benevolence,stability,,9,1,5,1,5,9,8,7,3,3,11,12,9,1,5,8,5,1,5,3,9,3
2474,1,60,99,25,99,4,conscientiousness,benevolence,curiosity,,9,1,5,4,1,8,9,7,6,1,6,12,1,11,5,1,8,7,3,8,8,3
2475,1,99,97,99,25,70,extraversion,self-indulgence,harmony,"motor|politics|financial, banks and economy|shopping|industry and energy|electronics and computers|feeding|health, hygiene and welfare|home and housing|professional services",7,10,9,5,1,2,7,2,6,2,2,12,9,9,4,4,1,6,8,9,7,3
2476,0,1,3,5,75,98,openness,self-indulgence,ideals,"motor|insurance|social networks|picture|shopping|home and housing|military|financial, banks and economy|politics|beauty",8,2,6,4,1,10,8,6,5,2,5,12,6,10,3,3,10,1,1,7,7,9
2477,1,3,35,40,1,80,openness,self-indulgence,structure,"motor|home and housing|industry and energy|financial, banks and economy|travels|politics|health, hygiene and welfare|feeding|art and culture|leisure and entertainment",3,10,7,4,1,4,6,7,7,1,2,12,6,9,5,3,6,6,9,9,4,1
2478,2,65,1,1,10,10,neuroticism,benevolence,self-expresion,"politics|health, hygiene and welfare|feeding|financial, banks and economy|media|art and culture|ngos and causes|education|electronics and computers|social groups",8,1,6,5,6,10,3,8,1,3,8,12,4,11,4,1,9,2,4,2,10,4
2479,1,10,65,99,2,10,extraversion,benevolence,curiosity,"health, hygiene and welfare|philosophy|politics|environment|financial, banks and economy|industry and energy|internet and telecommunications|art and culture|tv and radio|religion",6,1,6,2,2,10,9,6,5,2,7,12,1,11,4,1,4,9,1,6,7,10
2480,1,60,75,35,5,90,openness,benevolence,ideals,"feeding|health, hygiene and welfare|motor|social networks|art and culture|shopping|industry and energy|electronics and computers|medium viral|politics",8,1,4,6,8,1,1,10,7,5,11,12,4,9,7,4,3,1,4,2,7,10
2481,1,20,45,95,90,45,extraversion,benevolence,harmony,"drinks without alcohol|feeding|social networks|social groups|alcoholic drinks|organizations|fashion|health, hygiene and welfare|childish|electronics and computers",8,1,8,1,3,10,5,7,5,3,8,12,8,8,7,6,1,3,5,1,11,3
2482,2,4,4,15,98,60,conscientiousness,universalism,curiosity,"politics|health, hygiene and welfare|philosophy|art and culture|financial, banks and economy|tv and radio|media|feeding|leisure and entertainment|education",9,2,6,2,6,9,8,5,4,1,6,12,1,11,3,3,6,9,1,5,8,10
2483,1,50,4,1,1,10,neuroticism,benevolence,self-expresion,"feeding|health, hygiene and welfare|politics|art and culture|financial, banks and economy|environment|home and housing|electronics and computers|industry and energy|tv and radio",9,1,6,4,7,10,4,8,3,1,8,12,4,10,4,1,1,4,10,8,1,4
2484,1,90,2,98,10,2,extraversion,benevolence,practicality,"health, hygiene and welfare|politics|financial, banks and economy|art and culture|ngos and causes|alcoholic drinks|feeding|media|tv and radio|animals and pets",6,1,9,4,2,10,4,8,6,2,9,12,11,6,3,3,7,10,3,2,1,8
2485,0,1,1,85,35,50,extraversion,self-indulgence,love,social networks|politics|motor|weather|ngos and causes|tv and radio|comic|leisure and entertainment|insurance|art and culture,7,3,7,3,1,10,5,7,6,1,8,12,3,2,6,6,3,8,5,1,8,8
2486,0,1,96,90,98,2,conscientiousness,benevolence,excitement,internet and telecommunications|sports|politics|leisure and entertainment|tv and radio|media|ngos and causes|military|animals and pets|professional services,10,1,5,5,8,3,5,8,4,1,5,12,2,10,1,2,5,7,2,10,8,8
2487,0,75,96,1,90,40,agreeableness,tradition,curiosity,"politics|health, hygiene and welfare|military|organizations|feeding|beauty|home and housing|financial, banks and economy|video game|art and culture",8,4,6,3,8,8,5,6,1,1,8,12,1,9,1,1,1,6,10,6,11,1
2488,1,75,35,30,5,35,neuroticism,universalism,self-expresion,"politics|tv and radio|health, hygiene and welfare|industry and energy|media|home and housing|ngos and causes|art and culture|internet and telecommunications|alcoholic drinks",9,2,8,2,6,10,5,4,6,1,8,12,8,10,5,1,7,2,4,2,11,5
2489,0,90,20,2,25,10,neuroticism,benevolence,stability,tv and radio|politics|leisure and entertainment,7,1,3,7,4,6,4,7,7,1,7,12,10,1,2,3,4,11,5,7,7,5
2490,1,97,75,50,40,75,neuroticism,benevolence,structure,social networks|picture|artworks|politics|comic|feeding|shopping|military|travels|industry and energy,9,1,7,5,4,10,5,8,3,1,10,12,8,8,4,7,3,2,4,11,4,1
2491,1,1,85,1,10,35,agreeableness,universalism,challenge,"electronics and computers|industry and energy|motor|environment|feeding|health, hygiene and welfare|science|internet and telecommunications|beauty|insurance",9,4,7,2,2,10,4,8,6,1,1,12,6,10,5,1,10,7,1,4,8,9
2492,0,97,1,1,1,20,neuroticism,benevolence,stability,"politics|philosophy|leisure and entertainment|art and culture|shopping|financial, banks and economy|social groups|comic|artworks|insurance",8,1,6,1,3,10,3,8,3,6,6,12,11,1,7,8,2,2,5,2,8,10
2493,1,10,97,99,97,98,extraversion,self-indulgence,challenge,"financial, banks and economy|leisure and entertainment|animals and pets|art and culture|weather|health, hygiene and welfare|home and housing|politics|motor|military",7,3,8,3,1,10,6,3,8,1,1,12,7,8,10,1,5,11,5,9,1,1
2494,0,45,96,3,98,2,conscientiousness,benevolence,challenge,"motor|electronics and computers|social networks|fashion|financial, banks and economy|media|politics|medium viral|art and culture|comic",8,1,1,5,7,10,1,6,8,1,1,12,5,6,9,1,6,9,9,6,1,4
2495,0,5,97,35,1,2,agreeableness,universalism,harmony,social networks|travels|tv and radio|internet and telecommunications|drinks without alcohol|animals and pets|feeding|home and housing|politics|alcoholic drinks,6,7,5,2,2,10,2,8,9,1,2,12,11,7,5,2,1,9,9,7,5,2
2496,0,1,55,60,75,1,conscientiousness,benevolence,structure,"health, hygiene and welfare|social networks|home and housing|shopping|tv and radio|alcoholic drinks|picture|artworks|education|comic",10,1,2,2,2,7,2,9,8,2,7,12,10,5,3,8,4,8,10,2,6,1
2497,1,20,55,97,96,1,extraversion,benevolence,love,"sports|social networks|tv and radio|social groups|media|internet and telecommunications|leisure and entertainment|professional services|organizations|health, hygiene and welfare",8,1,8,2,6,7,4,5,8,3,9,12,2,11,2,6,8,6,2,1,9,2
2498,1,65,4,55,10,55,neuroticism,benevolence,liberty,,7,1,9,1,5,9,7,4,5,3,8,12,6,10,5,7,2,2,1,2,10,9
2499,1,1,15,1,80,20,conscientiousness,benevolence,love,art and culture|media|medium viral|religion|professional services|politics|organizations|feeding|tv and radio|insurance,7,1,10,1,1,9,6,5,8,4,7,12,6,7,2,2,7,5,4,1,10,11
2500,1,97,3,96,3,1,neuroticism,benevolence,challenge,motor|leisure and entertainment|social groups|music|organizations|philosophy|fashion|beauty|art and culture|alcoholic drinks,9,1,8,4,2,10,7,6,3,4,1,12,11,6,5,7,3,7,3,9,9,1
2501,1,60,10,1,90,3,conscientiousness,tradition,curiosity,"art and culture|feeding|health, hygiene and welfare|politics|medium viral|religion|insurance|environment|picture|electronics and computers",8,3,4,5,7,8,5,8,1,1,6,12,1,10,8,2,4,5,6,10,9,3
2502,1,45,50,98,10,3,extraversion,universalism,self-expresion,"politics|ngos and causes|philosophy|internet and telecommunications|health, hygiene and welfare|military|leisure and entertainment|religion|financial, banks and economy|social groups",6,6,5,2,10,4,8,8,3,1,2,12,2,9,2,1,9,8,2,9,6,6
2503,0,5,45,10,15,20,agreeableness,benevolence,excitement,"artworks|picture|social networks|childish|health, hygiene and welfare|environment|comic|art and culture|music|animals and pets",7,1,3,5,9,10,6,7,4,1,10,12,8,9,1,5,5,5,1,10,1,1
2504,2,96,1,99,99,97,extraversion,achievement,challenge,"health, hygiene and welfare|electronics and computers|industry and energy|education|feeding|tv and radio|internet and telecommunications|alcoholic drinks|environment|philosophy",1,6,9,1,1,9,5,7,1,8,1,12,8,8,4,4,10,7,1,6,3,10
2505,1,97,10,90,5,4,neuroticism,benevolence,practicality,music|industry and energy|art and culture|weather|organizations|philosophy|leisure and entertainment|childish|tv and radio|politics,7,1,5,9,9,3,1,8,4,6,4,12,8,7,6,3,5,11,8,10,1,2
2506,2,1,20,1,15,1,agreeableness,benevolence,stability,"tv and radio|health, hygiene and welfare|feeding|philosophy|social networks|drinks without alcohol|politics|motor|environment|industry and energy",8,1,1,3,7,8,3,8,6,3,2,12,8,1,2,9,2,6,11,10,6,5
2507,3,30,75,90,35,2,extraversion,benevolence,excitement,"feeding|health, hygiene and welfare|financial, banks and economy|politics|social networks|tv and radio|art and culture|electronics and computers|leisure and entertainment|animals and pets",7,1,5,1,5,10,9,4,8,3,4,12,9,11,1,4,8,4,4,2,3,9
2508,1,10,60,10,75,90,openness,benevolence,curiosity,"electronics and computers|feeding|social networks|travels|politics|industry and energy|health, hygiene and welfare|leisure and entertainment|artworks|art and culture",9,1,6,2,2,10,6,6,5,2,5,12,1,11,7,2,9,5,2,2,8,9
2509,0,5,2,90,98,99,openness,benevolence,liberty,"electronics and computers|internet and telecommunications|industry and energy|financial, banks and economy|professional services|travels|philosophy|social networks|shopping|art and culture",6,1,3,4,4,10,9,6,1,6,6,12,3,8,6,10,10,2,1,8,4,4
2510,0,5,5,95,90,2,extraversion,benevolence,self-expresion,"health, hygiene and welfare|politics|medium viral|internet and telecommunications|financial, banks and economy|electronics and computers|philosophy|tv and radio|feeding|social groups",8,1,5,3,4,10,5,8,7,1,7,12,9,11,3,1,6,7,3,9,3,1
2511,1,1,55,1,10,1,agreeableness,self-direction,excitement,"art and culture|politics|drinks without alcohol|feeding|home and housing|health, hygiene and welfare|alcoholic drinks|philosophy|financial, banks and economy|tv and radio",9,4,7,1,6,1,9,8,4,1,5,12,3,9,1,1,9,8,3,9,6,7
2512,0,2,98,1,25,97,agreeableness,self-indulgence,challenge,"health, hygiene and welfare|feeding|travels|leisure and entertainment|politics|military|organizations|drinks without alcohol|art and culture|religion",6,2,9,4,1,6,9,8,4,2,1,12,8,11,7,2,2,8,6,8,5,2
2513,0,85,75,30,30,40,neuroticism,benevolence,self-expresion,"electronics and computers|health, hygiene and welfare|insurance|feeding|social networks|internet and telecommunications|medium viral|financial, banks and economy|politics|weather",9,1,7,3,7,9,5,6,3,1,10,12,7,11,4,1,4,1,4,1,8,8
2514,1,97,35,50,1,35,neuroticism,benevolence,self-expresion,industry and energy|theater and musical films|politics|art and culture|internet and telecommunications|professional services|social networks|education|organizations|philosophy,6,1,8,2,4,6,4,9,9,2,8,12,4,3,7,1,10,4,9,4,10,1
2515,1,99,65,95,90,90,neuroticism,achievement,challenge,"travels|art and culture|feeding|health, hygiene and welfare|electronics and computers|artworks|motor|social networks|picture|politics",1,7,8,5,1,8,6,3,8,3,1,12,9,9,8,1,7,5,6,9,4,3
2516,0,1,65,85,55,90,openness,benevolence,self-expresion,,7,1,9,1,4,10,4,6,7,1,9,12,4,11,6,1,4,8,1,7,1,9
2517,0,1,99,1,90,85,agreeableness,benevolence,challenge,,8,1,1,3,5,8,6,8,3,7,1,12,9,1,4,6,7,4,3,9,9,7
2518,0,55,1,99,55,1,extraversion,benevolence,ideals,,5,1,7,7,2,10,4,9,6,3,7,12,8,5,2,10,4,1,2,8,11,5
2519,1,96,1,75,99,15,conscientiousness,benevolence,love,"electronics and computers|feeding|health, hygiene and welfare|tv and radio|leisure and entertainment|art and culture|animals and pets|industry and energy|philosophy|environment",9,1,3,5,1,9,8,7,4,6,9,12,8,10,4,7,4,2,2,1,6,10
2520,1,5,5,3,90,40,conscientiousness,benevolence,excitement,politics|electronics and computers|tv and radio|art and culture|science|environment|internet and telecommunications|medium viral|industry and energy|education,10,1,3,9,5,2,3,7,5,7,10,12,3,11,1,1,3,6,5,8,8,7
2521,2,97,99,99,99,99,extraversion,self-indulgence,structure,"health, hygiene and welfare|feeding|art and culture|financial, banks and economy|politics|home and housing|electronics and computers|leisure and entertainment|media|education",5,9,4,6,1,7,1,9,7,1,4,12,9,3,6,9,2,7,9,7,5,1
2522,0,25,1,85,90,20,conscientiousness,benevolence,harmony,"video game|leisure and entertainment|tv and radio|financial, banks and economy|shopping|internet and telecommunications|ngos and causes|comic|health, hygiene and welfare|politics",9,1,5,5,8,10,4,7,1,1,9,12,8,9,7,4,1,4,9,6,2,2
2523,1,3,70,2,90,60,conscientiousness,security,ideals,"politics|financial, banks and economy|travels|art and culture|social networks|ngos and causes|feeding|health, hygiene and welfare|leisure and entertainment|education",7,4,4,6,10,7,1,9,3,2,8,12,5,11,3,3,8,1,1,7,10,5
2524,1,10,35,4,5,4,agreeableness,benevolence,excitement,"health, hygiene and welfare|politics|feeding|woman|social networks|medium viral|animals and pets|picture|electronics and computers|industry and energy",10,1,8,1,6,6,8,3,3,3,10,12,6,11,1,3,4,9,2,6,4,8
2525,1,2,35,70,97,2,conscientiousness,benevolence,challenge,,8,1,6,3,5,6,1,10,9,3,1,12,7,9,3,2,6,9,7,9,3,5
2526,0,15,25,99,98,1,extraversion,benevolence,curiosity,,9,1,6,2,4,10,7,7,2,4,6,12,1,6,4,11,9,4,10,1,1,8
2527,1,1,85,85,95,95,openness,self-indulgence,challenge,"shopping|philosophy|health, hygiene and welfare|financial, banks and economy|politics|professional services|internet and telecommunications|beauty|electronics and computers|feeding",4,9,2,7,1,10,4,6,8,2,1,12,11,8,6,3,4,8,8,6,5,1
